,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
384,liverpool,40,GB,1578089050,87,53.41,-2.98,45.0,10.29
385,komsomolskiy,99,RU,1578089189,95,67.55,63.78,8.8,9.28
386,labuhan,98,ID,1578089189,97,-2.54,115.51,72.77,1.81
387,taywarah,40,AF,1578089189,95,33.35,64.42,16.81,2.06
388,hirara,20,JP,1578089189,82,24.8,125.28,60.8,4.7
389,mackenzie,90,CA,1578089189,85,55.34,-123.09,19.4,5.82
390,sarankhola,86,BD,1578089189,93,22.31,89.79,62.06,4.03
391,grindavik,58,IS,1578089189,73,63.84,-22.43,23.0,8.05
392,port lincoln,100,AU,1578089163,76,-34.72,135.86,62.82,14.16
393,hamilton,90,CA,1578089139,81,43.26,-79.87,46.4,5.82
394,tuatapere,100,NZ,1578089189,73,-46.13,167.69,50.0,18.01
395,saint-denis,75,FR,1578089190,87,48.94,2.36,48.99,10.29
396,mechanicsville,75,US,1578089102,100,37.62,-77.34,59.0,6.46
397,sarahan,95,IN,1578089190,65,31.51,77.79,10.94,7.87
398,pangody,100,RU,1578089190,94,65.85,74.49,7.2,14.45
399,marsh harbour,100,BS,1578089114,79,26.54,-77.06,76.48,11.45
400,carupano,27,VE,1578089190,72,10.67,-63.26,79.0,4.25
401,ambilobe,100,MG,1578089190,87,-13.19,49.05,78.48,3.62
402,oranjestad,20,AW,1578089190,62,12.52,-70.03,86.0,18.34
403,brigantine,90,US,1578089190,93,39.41,-74.36,55.0,3.36
404,batagay-alyta,79,RU,1578089190,99,67.8,130.41,-21.41,5.59
405,babai,90,UA,1578089190,86,49.9,36.2,30.2,4.47
406,chiredzi,0,ZW,1578089190,49,-21.05,31.67,78.12,4.85
407,dandong,0,CN,1578089190,76,40.12,124.37,20.93,5.73
408,kota belud,75,MY,1578088892,88,6.35,116.43,77.0,3.36
409,port macquarie,0,AU,1578088976,65,-31.43,152.91,81.0,1.12
410,upington,0,ZA,1578089241,13,-28.46,21.24,82.4,5.82
411,taoudenni,85,ML,1578089241,24,22.68,-3.98,58.84,12.62
412,leua,100,AO,1578089241,96,-11.65,20.45,66.27,5.17
413,klaksvik,30,FO,1578089241,63,62.23,-6.59,32.0,18.34
414,inhambane,6,MZ,1578089241,78,-23.87,35.38,79.12,12.12
415,ribas do rio pardo,39,BR,1578089241,60,-20.45,-53.76,84.54,7.07
416,kindu,100,CD,1578089241,98,-2.95,25.92,71.01,2.19
417,holoby,8,UA,1578089241,80,51.09,25.02,30.0,13.04
418,weligama,6,LK,1578089241,93,5.97,80.42,73.81,4.88
419,kutum,0,SD,1578089241,36,14.2,24.66,54.41,5.75
420,vostok,21,RU,1578089241,96,46.45,135.83,-15.99,5.1
421,danielskuil,47,ZA,1578089241,30,-28.19,23.54,77.14,2.71
422,oil city,90,US,1578089188,100,41.43,-79.71,48.99,0.81
423,bowen,40,AU,1578089241,73,-20.01,148.25,82.99,6.93
424,calvinia,0,ZA,1578089241,47,-31.47,19.78,65.35,6.62
425,nemuro,31,JP,1578089242,60,43.32,145.57,22.55,18.23
426,san roque,20,CO,1578089242,60,6.49,-75.02,80.6,9.17
427,sladkovo,46,RU,1578089242,93,55.53,70.34,5.18,12.71
428,baykit,100,RU,1578089242,96,61.68,96.39,14.04,3.29
429,santa maria,75,BR,1578088954,73,-16.02,-48.01,77.0,10.29
430,havelock,1,US,1578088943,93,34.88,-76.9,75.2,13.87
431,sundumbili,75,ZA,1578089242,83,-29.13,31.4,77.0,9.17
432,fortuna,20,US,1578089242,42,40.6,-124.16,62.6,17.22
433,kuusamo,68,FI,1578089242,68,65.96,29.19,26.6,13.87
434,naraina,40,IN,1578089242,87,26.78,75.2,53.6,2.24
435,alim,25,CF,1578089242,27,6.02,14.65,67.23,6.96
436,dolores,0,UY,1578089242,48,-33.53,-58.22,82.99,1.99
437,aksu,90,KZ,1578089242,79,52.04,76.93,23.0,4.47
438,shenzhen,85,CN,1578089122,82,22.54,114.05,66.0,8.05
439,gwanda,0,ZW,1578089242,39,-20.94,29.0,77.32,8.66
440,pansemal,7,IN,1578089242,42,21.66,74.7,63.37,4.5
441,estevan,75,CA,1578089242,73,49.14,-102.99,24.01,8.05
442,yumen,0,CN,1578089242,61,40.29,97.04,15.26,2.62
443,ostrovnoy,100,RU,1578089243,95,68.05,39.51,33.58,26.93
444,spencer,75,US,1578089243,95,42.24,-71.99,48.2,6.93
445,vestmanna,37,FO,1578089243,65,62.16,-7.17,32.0,18.34
446,manacapuru,40,BR,1578089243,52,-3.3,-60.62,91.4,4.7
447,lowestoft,92,GB,1578089243,80,52.48,1.75,42.01,11.41
448,zagan,90,PL,1578089243,100,51.62,15.31,45.0,10.29
449,vyartsilya,100,RU,1578089243,78,62.18,30.69,32.56,6.96
450,tabuk,44,PH,1578089243,87,17.41,121.44,67.93,4.07
451,ravar,52,IR,1578089243,44,31.27,56.81,47.66,2.75
452,lyskovo,100,RU,1578089243,91,56.03,45.04,32.13,16.15
453,quatre cocos,75,MU,1578089243,94,-20.21,57.76,77.0,4.7
454,arinos,100,BR,1578089243,89,-15.92,-46.11,77.0,3.04
455,sobolevo,95,RU,1578089293,87,54.43,31.9,28.51,10.94
456,laredo,1,US,1578089293,32,27.51,-99.51,69.8,23.04
457,san juan,0,AR,1578089293,22,-31.54,-68.53,97.09,5.1
458,tumut,0,AU,1578089293,30,-35.3,148.22,80.44,6.8
459,gualaco,73,HN,1578089293,55,15.03,-86.07,76.59,4.99
460,caraballeda,40,VE,1578089294,70,10.61,-66.85,84.2,6.93
461,caloundra,20,AU,1578089294,69,-26.8,153.14,81.0,11.41
462,ous,100,RU,1578089294,88,60.91,61.52,18.19,9.55
463,borkenes,75,NO,1578089294,92,68.77,16.17,30.99,3.36
464,sao joao da barra,75,BR,1578089294,78,-21.64,-41.05,80.6,13.87
465,nkhotakota,92,MW,1578089294,79,-12.93,34.3,79.48,10.47
466,empalme,5,MX,1578089294,56,27.96,-110.81,73.99,14.99
467,srikakulam,56,IN,1578089294,88,18.29,83.89,67.23,3.49
468,malindi,45,KE,1578089294,92,-3.22,40.12,76.46,6.96
469,nanchong,33,CN,1578089294,71,30.8,106.08,47.05,1.5
470,erenhot,0,CN,1578089294,76,43.65,111.97,13.82,2.71
471,porosozero,100,RU,1578089294,89,62.72,32.71,34.77,16.93
472,heilbron,35,ZA,1578089294,47,-27.29,27.97,69.01,1.88
473,gizo,75,IL,1578089294,50,31.8,34.94,53.6,13.87
474,weatherford,1,US,1578089154,33,32.76,-97.8,60.01,14.99
475,sivaki,0,RU,1578089294,96,52.63,126.75,-16.2,4.45
476,koumac,55,NC,1578089294,77,-20.56,164.28,73.6,4.85
477,panguipulli,20,CL,1578089121,57,-39.64,-72.33,81.0,12.75
478,carauari,80,BR,1578089295,54,-4.88,-66.9,89.11,1.77
479,arkhangelsk,90,RU,1578089295,100,64.54,40.54,35.6,11.18
480,aloleng,0,PH,1578089295,79,16.13,119.78,67.41,5.68
481,pumiao,100,CN,1578089295,77,22.75,108.49,68.0,4.47
482,horsham,0,AU,1578089295,55,-36.71,142.2,72.41,14.16
483,gaptsakh,98,AZ,1578089295,93,41.67,48.38,35.44,2.91
484,pedro juan caballero,75,PY,1578089295,61,-22.55,-55.74,82.4,9.17
485,sebastian,1,US,1578089168,65,27.82,-80.47,86.0,10.29
486,poum,0,MK,1578089295,43,41.28,20.71,33.37,1.36
487,yakeshi,0,CN,1578089295,100,49.28,120.73,-13.11,2.17
488,tynda,94,RU,1578089295,91,55.15,124.74,-12.1,1.86
489,port-gentil,40,GA,1578089295,94,-0.72,8.78,80.6,8.05
490,sinnamary,100,GF,1578089295,77,5.38,-52.96,80.15,10.8
491,aksarka,91,RU,1578089295,97,66.56,67.8,7.63,8.28
492,lieksa,100,FI,1578089295,74,63.32,30.02,30.47,11.61
493,villagarzon,86,CO,1578089295,59,1.04,-76.63,83.61,2.42
494,brewster,75,US,1578089295,93,41.76,-70.08,46.99,4.7
495,deputatskiy,13,RU,1578089296,98,69.3,139.9,-21.8,2.39
496,mwingi,59,KE,1578089296,88,-0.93,38.07,65.93,1.23
497,huilong,23,CN,1578089296,72,31.15,106.5,46.96,0.85
498,maltahohe,57,NA,1578089296,22,-24.83,16.98,80.4,13.71
499,batticaloa,7,LK,1578089346,95,7.71,81.69,73.02,2.21
500,mao,20,DO,1578089346,58,19.55,-71.08,82.4,9.17
501,san ramon,40,NI,1578089346,65,12.92,-85.84,77.0,5.91
502,sibu,75,MY,1578089346,94,2.29,111.83,75.2,2.24
503,camocim,40,BR,1578089094,83,-2.9,-40.84,82.4,13.87
504,bagotville,0,AU,1578089346,78,-28.98,153.42,75.2,6.93
505,kirakira,40,SB,1578089346,81,-10.46,161.92,79.74,8.34
506,puerto penasco,0,MX,1578089346,33,31.32,-113.53,66.99,1.99
507,truro,6,GB,1578089346,81,50.26,-5.05,46.0,10.29
508,meulaboh,50,ID,1578089346,82,4.14,96.13,79.93,7.36
509,balkanabat,63,TM,1578089346,77,39.51,54.36,37.56,1.14
510,vallenar,0,CL,1578089346,53,-28.58,-70.76,67.66,11.21
511,kumylzhenskaya,37,RU,1578089346,84,49.88,42.59,30.99,8.99
512,san cristobal,47,HN,1578089346,38,14.68,-86.92,84.87,6.06
513,klyuchi,59,RU,1578089347,96,52.25,79.17,15.39,6.64
514,anori,80,BR,1578089347,63,-3.74,-61.66,86.65,3.98
515,hualmay,80,PE,1578089347,59,-11.1,-77.61,77.27,10.96
516,daru,100,PG,1578089347,82,-9.07,143.21,75.58,1.36
517,ayagoz,100,KZ,1578089347,76,47.96,80.43,14.31,2.26
518,markova,0,RU,1578089347,92,52.21,104.21,10.4,2.24
519,sihora,0,IN,1578089347,93,23.49,80.11,54.19,4.23
520,henties bay,17,NA,1578089347,91,-22.12,14.28,61.0,1.99
521,cabedelo,20,BR,1578089347,78,-6.97,-34.84,80.6,8.05
522,lavrentiya,3,RU,1578089347,93,65.58,-170.99,-15.93,8.16
523,caravelas,100,BR,1578089347,88,-17.73,-39.27,77.67,16.26
524,lusambo,100,CD,1578089347,97,-4.97,23.44,69.04,1.16
525,rakke,100,EE,1578089347,76,58.99,26.24,38.37,9.35
526,rantauprapat,71,ID,1578089347,97,2.1,99.83,71.62,1.05
527,khandyga,0,RU,1578089348,95,62.65,135.58,-33.12,0.72
528,doba,0,ET,1578089348,61,9.29,41.09,71.17,6.4
529,okhotsk,100,RU,1578089348,74,59.36,143.24,12.09,19.39
530,monrovia,20,LR,1578089348,88,6.33,-10.8,71.6,8.03
531,grootfontein,100,NA,1578089348,65,-19.56,18.1,70.86,7.16
532,porto novo,40,BR,1578089348,60,-23.68,-45.44,75.2,9.17
533,svobodnyy,95,RU,1578089348,91,53.85,40.53,31.55,14.85
534,katsuura,20,JP,1578089348,75,33.93,134.5,46.99,10.29
535,arman,100,RU,1578089348,72,59.7,150.17,22.51,33.42
536,havre-saint-pierre,1,CA,1578089348,85,50.23,-63.6,17.6,3.36
537,puksoozero,100,RU,1578089348,97,62.59,40.61,34.52,15.32
538,avera,75,US,1578089348,88,33.19,-82.53,80.6,6.93
539,zhireken,9,RU,1578089348,89,52.82,117.29,-8.55,5.28
540,grand gaube,75,MU,1578089348,94,-20.01,57.66,77.0,4.7
541,phuket,20,TH,1578089225,88,7.89,98.4,75.2,10.89
542,dali,67,CN,1578089349,65,34.79,109.94,35.65,2.73
543,skibbereen,75,IE,1578089349,86,51.55,-9.27,41.0,10.29
544,kandi,0,BJ,1578089349,19,11.13,2.93,66.27,6.4
545,mae chan,96,TH,1578089349,100,20.15,99.85,64.4,2.24
546,half moon bay,1,US,1578089399,72,37.46,-122.43,66.0,6.93
547,maldonado,20,UY,1578089399,50,-34.91,-54.96,77.0,19.46
548,bonao,20,DO,1578089399,58,18.94,-70.41,82.4,9.17
549,san francisco,40,CO,1578089211,83,1.17,-76.88,69.8,8.05
550,luanda,75,AO,1578089399,78,-8.83,13.24,82.4,5.82
551,levelland,20,US,1578089399,32,33.59,-102.38,52.0,9.17
